Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2024-10-17,PA009,New York,Tokyo,Premium Economy,1172.5,Yes,1,Nut Free
2024-09-22,PA008,Perth,New York,Business Class,686.4,Yes,2,Nut Free
2024-11-08,PA005,London,Tokyo,Premium Economy,747.5,Yes,0,Dairy Free
2024-04-16,PA006,Tokyo,London,Premium Economy,1080,Yes,0,Egg Free
2024-08-24,PA012,Tokyo,Perth,Economy,3490,Yes,1,Egg Free
2024-05-21,PA012,Tokyo,Perth,Premium Economy,1415,Yes,2,Dairy Free
2024-03-27,PA010,Tokyo,New York,Premium Economy,755,Yes,1,Dairy Free
2024-11-11,PA011,Perth,Tokyo,First Class,281,Yes,3,Nut Free
2024-10-10,PA003,London,Perth,First Class,306,Yes,3,Vegetarian
2024-10-14,PA005,London,Tokyo,Business Class,526.8,Yes,0,Dairy Free
2024-05-17,PA001,London,New York,Premium Economy,1117.5,Yes,3,Nut Free
2024-09-28,PA006,Tokyo,London,Economy,3430,Yes,1,Vegetarian
2024-06-28,PA012,Tokyo,Perth,Economy,2535,Yes,3,Nut Free
2024-07-26,PA012,Tokyo,Perth,Business Class,418.8,Yes,1,Egg Free
2024-07-27,PA007,New York,Perth,First Class,215,Yes,1,Nut Free
2024-05-22,PA001,London,New York,Economy,1300,Yes,2,Vegan
2024-12-04,PA006,Tokyo,London,Premium Economy,637.5,Yes,1,Egg Free
2024-05-26,PA008,Perth,New York,Premium Economy,522.5,Yes,1,Egg Free
2024-02-19,PA003,London,Perth,Business Class,328.8,Yes,3,Nut Free
2024-10-13,PA010,Tokyo,New York,First Class,385,Yes,0,Vegan
2024-03-21,PA005,London,Tokyo,Premium Economy,1145,Yes,1,Vegan
2024-08-10,PA011,Perth,Tokyo,Business Class,556.8,Yes,2,None
2024-12-31,PA004,Perth,London,First Class,237,Yes,2,Nut Free
2024-03-24,PA010,Tokyo,New York,Premium Economy,1122.5,Yes,0,Egg Free
2024-09-11,PA012,Tokyo,Perth,Business Class,819.6,Yes,3,Egg Free
2024-06-11,PA012,Tokyo,Perth,Premium Economy,1062.5,Yes,1,Nut Free
2024-09-22,PA003,London,Perth,Economy,3195,Yes,1,Vegetarian
2024-07-18,PA012,Tokyo,Perth,Premium Economy,892.5,Yes,0,Vegan
2024-08-14,PA006,Tokyo,London,Economy,2325,Yes,0,Nut Free
2024-04-27,PA012,Tokyo,Perth,Economy,1280,Yes,1,None
2024-10-18,PA008,Perth,New York,First Class,292,Yes,3,Vegan
2024-07-13,PA011,Perth,Tokyo,Economy,1605,Yes,1,Vegetarian
2024-11-17,PA010,Tokyo,New York,Business Class,517.2,Yes,0,Dairy Free
2024-06-29,PA007,New York,Perth,Business Class,801.6,Yes,2,Dairy Free
2024-02-02,PA006,Tokyo,London,Economy,1240,Yes,2,Vegetarian
2024-11-11,PA001,London,New York,Business Class,739.2,Yes,2,Dairy Free
2024-03-11,PA002,New York,London,Business Class,750,Yes,1,Nut Free
2024-10-22,PA005,London,Tokyo,First Class,533,Yes,0,Nut Free
2024-07-04,PA006,Tokyo,London,First Class,366,Yes,0,Vegan
2024-09-26,PA010,Tokyo,New York,Premium Economy,640,Yes,0,Vegetarian
2024-07-28,PA003,London,Perth,Economy,3375,Yes,1,None
2024-02-27,PA002,New York,London,Premium Economy,1565,Yes,2,Vegetarian
2024-02-29,PA010,Tokyo,New York,Premium Economy,1135,Yes,3,Egg Free
2024-10-13,PA007,New York,Perth,Business Class,686.4,Yes,3,Dairy Free
2024-06-21,PA011,Perth,Tokyo,Business Class,829.2,Yes,1,Vegan
2024-04-19,PA009,New York,Tokyo,Economy,1085,Yes,3,None
2024-09-08,PA005,London,Tokyo,Economy,1115,Yes,3,Dairy Free
2024-04-13,PA004,Perth,London,Business Class,410.4,Yes,3,None
2024-12-06,PA005,London,Tokyo,Economy,1130,Yes,3,Nut Free
2024-07-25,PA007,New York,Perth,Premium Economy,1482.5,Yes,3,Vegan
2024-10-26,PA001,London,New York,Economy,1205,Yes,0,Dairy Free
2024-11-23,PA005,London,Tokyo,Economy,2070,Yes,2,Egg Free
2024-11-04,PA003,London,Perth,First Class,210,Yes,3,Nut Free
2024-04-29,PA012,Tokyo,Perth,Economy,3490,Yes,0,Dairy Free
2024-09-26,PA001,London,New York,First Class,207,Yes,2,Vegetarian
2024-01-06,PA004,Perth,London,First Class,236,Yes,1,Nut Free
