,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
3305,Yes,1,Vegan,2024-03-26,PA005,London,Tokyo,First Class,444.0
3306,Yes,3,None,2024-05-24,PA012,Tokyo,Perth,Business Class,302.4
3310,Yes,0,Dairy Free,2024-12-02,PA012,Tokyo,Perth,Business Class,664.8
3312,Yes,3,Nut Free,2024-01-13,PA006,Tokyo,London,First Class,494.0
3313,Yes,1,None,2024-03-31,PA012,Tokyo,Perth,First Class,639.0
3314,Yes,1,Egg Free,2024-01-11,PA010,Tokyo,New York,Business Class,562.8
3317,Yes,2,Vegetarian,2024-09-13,PA012,Tokyo,Perth,Economy,3345.0
3318,Yes,1,Vegan,2024-04-03,PA004,Perth,London,Premium Economy,895.0
3319,Yes,2,Vegan,2024-04-29,PA005,London,Tokyo,Economy,1105.0
3321,Yes,1,None,2024-01-13,PA008,Perth,New York,Business Class,651.6
3322,Yes,1,Egg Free,2024-03-06,PA006,Tokyo,London,Premium Economy,822.5
3326,Yes,0,Egg Free,2024-03-23,PA001,London,New York,Premium Economy,1375.0
3327,Yes,2,None,2024-04-28,PA004,Perth,London,Business Class,667.1999999999999
3330,Yes,1,Vegan,2024-07-21,PA009,New York,Tokyo,First Class,563.0
3331,Yes,3,Vegetarian,2024-06-15,PA012,Tokyo,Perth,Economy,1340.0
3334,Yes,0,Vegan,2024-05-25,PA004,Perth,London,First Class,684.0
3335,Yes,2,None,2024-03-02,PA004,Perth,London,Business Class,715.1999999999999
3339,Yes,0,Vegan,2024-12-31,PA011,Perth,Tokyo,Economy,1090.0
3340,Yes,0,None,2024-06-23,PA006,Tokyo,London,Business Class,608.4
3341,Yes,2,Dairy Free,2024-05-17,PA005,London,Tokyo,Business Class,307.2
3342,Yes,2,Vegan,2024-08-12,PA010,Tokyo,New York,Premium Economy,1312.5
3344,Yes,3,Vegan,2024-04-18,PA004,Perth,London,Economy,2520.0
3345,Yes,2,None,2024-10-03,PA007,New York,Perth,Economy,3420.0
3348,Yes,2,Vegetarian,2024-02-25,PA011,Perth,Tokyo,Premium Economy,1560.0
3351,Yes,1,Egg Free,2024-06-02,PA001,London,New York,Premium Economy,1052.5
3352,Yes,0,Vegan,2024-12-04,PA005,London,Tokyo,First Class,350.0
3357,Yes,3,Dairy Free,2024-04-27,PA005,London,Tokyo,Economy,2095.0
3358,Yes,0,Egg Free,2024-01-13,PA007,New York,Perth,Economy,2450.0
3359,Yes,0,Egg Free,2024-07-19,PA002,New York,London,First Class,523.0
3360,Yes,3,Nut Free,2024-10-03,PA006,Tokyo,London,Business Class,361.2
3362,Yes,3,Egg Free,2024-02-02,PA008,Perth,New York,Premium Economy,1387.5
3363,Yes,1,Vegetarian,2024-12-16,PA008,Perth,New York,First Class,441.0
3364,Yes,1,Egg Free,2024-12-22,PA001,London,New York,Economy,2325.0
3365,Yes,0,Vegetarian,2024-04-08,PA009,New York,Tokyo,Economy,2930.0
3368,Yes,3,Nut Free,2024-04-08,PA004,Perth,London,Economy,2405.0
3371,Yes,0,Nut Free,2024-05-25,PA003,London,Perth,First Class,660.0
3373,Yes,2,None,2024-09-29,PA007,New York,Perth,Business Class,806.4
3374,Yes,0,Nut Free,2024-02-20,PA005,London,Tokyo,Economy,2645.0
3375,Yes,0,Vegetarian,2024-12-30,PA003,London,Perth,First Class,488.0
3376,Yes,1,Vegetarian,2024-09-15,PA007,New York,Perth,Business Class,740.4
3378,Yes,2,Vegetarian,2024-03-27,PA008,Perth,New York,Business Class,699.6
3379,Yes,2,Egg Free,2024-09-13,PA005,London,Tokyo,Business Class,454.8
3381,Yes,2,Vegetarian,2024-07-27,PA006,Tokyo,London,First Class,389.0
3382,Yes,3,Vegetarian,2024-10-25,PA012,Tokyo,Perth,Business Class,633.6
3385,Yes,3,Vegetarian,2024-08-14,PA006,Tokyo,London,Business Class,818.4
3387,Yes,1,Dairy Free,2024-05-22,PA009,New York,Tokyo,Business Class,712.8
3389,Yes,2,Nut Free,2024-06-22,PA002,New York,London,Economy,3160.0
3393,Yes,0,Vegan,2024-03-14,PA009,New York,Tokyo,First Class,297.0
3394,Yes,1,Vegetarian,2024-12-01,PA002,New York,London,Business Class,621.6
3396,Yes,3,Dairy Free,2024-11-29,PA009,New York,Tokyo,Economy,1630.0
3398,Yes,1,Nut Free,2024-03-22,PA004,Perth,London,Economy,3250.0
3399,Yes,3,Nut Free,2024-06-27,PA004,Perth,London,First Class,206.0
3400,Yes,1,None,2024-10-13,PA012,Tokyo,Perth,Business Class,820.7999999999998
3403,Yes,1,Dairy Free,2024-12-08,PA011,Perth,Tokyo,Premium Economy,1335.0
3404,Yes,3,Dairy Free,2024-02-11,PA008,Perth,New York,First Class,681.0
3405,Yes,2,Dairy Free,2024-12-03,PA010,Tokyo,New York,Business Class,782.4
3407,Yes,1,Egg Free,2024-12-21,PA012,Tokyo,Perth,First Class,475.0
3408,Yes,0,Nut Free,2024-06-27,PA010,Tokyo,New York,Business Class,270.0
3409,Yes,2,None,2024-11-22,PA010,Tokyo,New York,Premium Economy,1075.0
3410,Yes,2,Nut Free,2024-05-03,PA003,London,Perth,Premium Economy,1365.0
3413,Yes,0,Dairy Free,2024-05-06,PA011,Perth,Tokyo,First Class,299.0
3416,Yes,0,Dairy Free,2024-01-10,PA003,London,Perth,Premium Economy,1692.5
3422,Yes,1,None,2024-04-05,PA012,Tokyo,Perth,Premium Economy,832.5
3423,Yes,1,None,2024-04-26,PA010,Tokyo,New York,First Class,235.0
3424,Yes,2,Dairy Free,2024-01-25,PA006,Tokyo,London,First Class,247.0
3427,Yes,0,None,2024-10-14,PA009,New York,Tokyo,Premium Economy,905.0
3429,Yes,0,Vegan,2024-03-22,PA010,Tokyo,New York,Economy,2545.0
3430,Yes,2,Vegetarian,2024-12-16,PA002,New York,London,First Class,205.0
3434,Yes,2,Nut Free,2024-10-18,PA001,London,New York,Business Class,784.7999999999998
3439,Yes,2,Egg Free,2024-07-15,PA006,Tokyo,London,Business Class,588.0
3442,Yes,0,Egg Free,2024-02-07,PA009,New York,Tokyo,Economy,2460.0
3447,Yes,2,Nut Free,2024-12-15,PA006,Tokyo,London,Business Class,704.4
3451,Yes,3,Vegan,2024-03-30,PA001,London,New York,Business Class,310.8
3455,Yes,2,Vegan,2024-08-14,PA008,Perth,New York,Economy,1085.0
3458,Yes,2,Vegetarian,2024-01-30,PA007,New York,Perth,Economy,2970.0
3460,Yes,2,Vegetarian,2024-01-28,PA009,New York,Tokyo,Premium Economy,1290.0
3461,Yes,3,Vegan,2024-08-24,PA008,Perth,New York,Premium Economy,707.5
3462,Yes,3,Egg Free,2024-03-18,PA008,Perth,New York,Business Class,548.4
3463,Yes,1,Vegetarian,2024-04-05,PA001,London,New York,Business Class,420.0
3465,Yes,3,Vegan,2024-09-05,PA001,London,New York,First Class,404.0
3466,Yes,3,Dairy Free,2024-07-28,PA004,Perth,London,Business Class,625.1999999999999
3468,Yes,2,Vegetarian,2024-07-08,PA009,New York,Tokyo,Business Class,462.0
3469,Yes,0,Nut Free,2024-08-07,PA006,Tokyo,London,Business Class,405.6
3470,Yes,0,Nut Free,2024-03-18,PA001,London,New York,Business Class,505.2
3471,Yes,3,None,2024-05-19,PA006,Tokyo,London,Premium Economy,902.5
3473,Yes,2,Vegetarian,2024-01-15,PA001,London,New York,Business Class,286.8
3475,Yes,1,Dairy Free,2024-04-16,PA001,London,New York,First Class,268.0
3479,Yes,0,None,2024-09-17,PA007,New York,Perth,Premium Economy,835.0
3480,Yes,3,Egg Free,2024-08-27,PA007,New York,Perth,First Class,314.0
3483,Yes,1,Vegan,2024-10-26,PA001,London,New York,Business Class,649.1999999999999
3486,Yes,1,Vegan,2024-06-18,PA006,Tokyo,London,Economy,3260.0
3487,Yes,2,Vegan,2024-07-06,PA003,London,Perth,First Class,546.0
3489,Yes,0,Nut Free,2024-05-25,PA004,Perth,London,Premium Economy,1245.0
3490,Yes,0,Dairy Free,2024-10-24,PA010,Tokyo,New York,First Class,410.0
3493,Yes,0,Dairy Free,2024-08-14,PA005,London,Tokyo,Economy,2985.0
3496,Yes,2,Vegetarian,2024-08-07,PA011,Perth,Tokyo,Premium Economy,910.0
3497,Yes,2,None,2024-05-25,PA012,Tokyo,Perth,First Class,304.0
3501,Yes,3,Vegan,2024-01-31,PA003,London,Perth,Premium Economy,1122.5
3506,Yes,2,Vegan,2024-03-02,PA003,London,Perth,Premium Economy,1457.5
3508,Yes,0,Dairy Free,2024-05-29,PA005,London,Tokyo,Economy,2290.0
3509,Yes,2,None,2024-10-19,PA004,Perth,London,First Class,686.0
3510,Yes,0,Vegetarian,2024-08-31,PA010,Tokyo,New York,Business Class,760.7999999999998
3513,Yes,0,Nut Free,2024-03-02,PA004,Perth,London,Premium Economy,1735.0
3514,Yes,0,Dairy Free,2024-10-02,PA010,Tokyo,New York,Business Class,669.6
3515,Yes,0,Dairy Free,2024-05-01,PA006,Tokyo,London,First Class,397.0
3520,Yes,2,Vegetarian,2024-12-11,PA005,London,Tokyo,Business Class,589.1999999999999
3522,Yes,3,Nut Free,2024-09-16,PA004,Perth,London,First Class,221.0
3524,Yes,3,Vegan,2024-10-25,PA007,New York,Perth,Economy,1190.0
3525,Yes,0,None,2024-02-16,PA012,Tokyo,Perth,First Class,627.0
3528,Yes,1,Egg Free,2024-09-10,PA003,London,Perth,Business Class,316.8
3530,Yes,3,Egg Free,2024-11-06,PA005,London,Tokyo,Premium Economy,1705.0
3531,Yes,2,Vegan,2024-09-30,PA004,Perth,London,Premium Economy,1590.0
3532,Yes,3,Dairy Free,2024-03-24,PA003,London,Perth,First Class,247.0
3533,Yes,3,Dairy Free,2024-02-16,PA001,London,New York,First Class,660.0
3535,Yes,1,None,2024-10-20,PA009,New York,Tokyo,Economy,1630.0
3536,Yes,0,Dairy Free,2024-01-05,PA011,Perth,Tokyo,Premium Economy,1595.0
3538,Yes,2,Vegetarian,2024-12-27,PA009,New York,Tokyo,First Class,413.0
3540,Yes,2,Egg Free,2024-01-28,PA010,Tokyo,New York,Economy,1445.0
3541,Yes,3,Nut Free,2024-03-29,PA003,London,Perth,Premium Economy,572.5
3543,Yes,3,Vegan,2024-05-26,PA005,London,Tokyo,First Class,570.0
3545,Yes,0,Vegetarian,2024-04-12,PA009,New York,Tokyo,Economy,3215.0
3546,Yes,2,Egg Free,2024-09-18,PA007,New York,Perth,Economy,2045.0
3547,Yes,2,Vegetarian,2024-12-26,PA001,London,New York,First Class,280.0
3549,Yes,1,None,2024-12-13,PA003,London,Perth,Economy,1065.0
3551,Yes,0,Egg Free,2024-05-18,PA008,Perth,New York,Economy,2145.0
3552,Yes,3,Vegetarian,2024-06-27,PA010,Tokyo,New York,Premium Economy,1445.0
3554,Yes,2,Vegetarian,2024-10-17,PA010,Tokyo,New York,Premium Economy,1012.5
3555,Yes,3,Nut Free,2024-05-02,PA004,Perth,London,First Class,603.0
3556,Yes,3,Egg Free,2024-02-10,PA005,London,Tokyo,Economy,1220.0
3557,Yes,1,None,2024-01-11,PA004,Perth,London,Business Class,710.4
3558,Yes,3,Nut Free,2024-04-28,PA006,Tokyo,London,Premium Economy,660.0
3559,Yes,0,Egg Free,2024-05-27,PA005,London,Tokyo,First Class,677.0
3562,Yes,3,None,2024-08-02,PA011,Perth,Tokyo,Economy,1465.0
3563,Yes,1,None,2024-02-23,PA006,Tokyo,London,Business Class,518.4
3564,Yes,0,Dairy Free,2024-02-01,PA010,Tokyo,New York,First Class,424.0
3565,Yes,1,None,2024-01-22,PA008,Perth,New York,Business Class,676.8
3567,Yes,2,Vegetarian,2024-07-18,PA009,New York,Tokyo,First Class,247.0
3568,Yes,3,Egg Free,2024-11-24,PA008,Perth,New York,Business Class,484.8
3572,Yes,2,Dairy Free,2024-04-02,PA010,Tokyo,New York,Economy,1695.0
3573,Yes,1,Vegetarian,2024-11-27,PA012,Tokyo,Perth,Business Class,561.6
3574,Yes,2,Vegan,2024-10-14,PA009,New York,Tokyo,Economy,1150.0
3575,Yes,0,Nut Free,2024-07-19,PA001,London,New York,First Class,364.0
3576,Yes,2,Vegan,2024-06-07,PA009,New York,Tokyo,Premium Economy,1580.0
3578,Yes,0,Vegetarian,2024-03-22,PA003,London,Perth,First Class,623.0
3579,Yes,3,Vegetarian,2024-11-06,PA005,London,Tokyo,First Class,677.0
3583,Yes,1,Egg Free,2024-12-20,PA012,Tokyo,Perth,Economy,3200.0
3584,Yes,1,Egg Free,2024-08-28,PA001,London,New York,Premium Economy,1337.5
3586,Yes,3,Vegan,2024-12-25,PA002,New York,London,Economy,2585.0
3587,Yes,2,Dairy Free,2024-08-16,PA007,New York,Perth,First Class,383.0
3588,Yes,3,Vegan,2024-03-02,PA008,Perth,New York,Business Class,747.6
3592,Yes,1,None,2024-09-13,PA008,Perth,New York,Business Class,351.6
3593,Yes,1,Dairy Free,2024-09-25,PA008,Perth,New York,First Class,534.0
3598,Yes,1,Vegan,2024-10-27,PA012,Tokyo,Perth,Economy,1130.0
3599,Yes,3,Egg Free,2024-09-11,PA010,Tokyo,New York,Premium Economy,1382.5
3601,Yes,3,None,2024-07-16,PA002,New York,London,First Class,535.0
3605,Yes,3,Vegetarian,2024-02-09,PA003,London,Perth,Business Class,355.2
3609,Yes,0,Vegan,2024-01-20,PA008,Perth,New York,Business Class,274.8
3610,Yes,3,Nut Free,2024-09-08,PA001,London,New York,Business Class,727.1999999999998
3611,Yes,3,Nut Free,2024-09-15,PA011,Perth,Tokyo,First Class,333.0
3613,Yes,0,Dairy Free,2024-11-29,PA003,London,Perth,Premium Economy,915.0
3617,Yes,1,Dairy Free,2024-02-10,PA007,New York,Perth,First Class,687.0
3618,Yes,3,Nut Free,2024-06-14,PA012,Tokyo,Perth,Premium Economy,1547.5
3620,Yes,1,Egg Free,2024-05-15,PA010,Tokyo,New York,Premium Economy,945.0
3621,Yes,1,Vegetarian,2024-07-19,PA006,Tokyo,London,First Class,654.0
3623,Yes,2,Vegan,2024-11-06,PA003,London,Perth,First Class,311.0
3625,Yes,2,Nut Free,2024-02-11,PA005,London,Tokyo,Business Class,552.0
3626,Yes,3,Nut Free,2024-04-14,PA005,London,Tokyo,First Class,256.0
3628,Yes,2,Nut Free,2024-11-08,PA008,Perth,New York,Business Class,824.4
3630,Yes,2,None,2024-02-05,PA008,Perth,New York,Premium Economy,1367.5
3632,Yes,3,Vegan,2024-09-26,PA004,Perth,London,Economy,1440.0
3633,Yes,3,Nut Free,2024-06-15,PA012,Tokyo,Perth,Business Class,724.7999999999998
3635,Yes,1,Vegan,2024-02-25,PA006,Tokyo,London,Economy,1555.0
3637,Yes,0,Dairy Free,2024-11-13,PA001,London,New York,Business Class,450.0
3641,Yes,1,None,2024-05-16,PA004,Perth,London,First Class,609.0
3643,Yes,3,Egg Free,2024-04-13,PA008,Perth,New York,Business Class,481.2
3644,Yes,1,Vegan,2024-12-26,PA006,Tokyo,London,Premium Economy,1060.0
3649,Yes,1,Egg Free,2024-01-06,PA001,London,New York,Premium Economy,1515.0
3653,Yes,0,Egg Free,2024-11-30,PA006,Tokyo,London,First Class,264.0
3657,Yes,1,Vegan,2024-12-23,PA012,Tokyo,Perth,First Class,315.0
3658,Yes,3,Nut Free,2024-04-11,PA011,Perth,Tokyo,First Class,506.0
3662,Yes,3,Vegetarian,2024-01-19,PA004,Perth,London,Economy,3495.0
3664,Yes,1,Nut Free,2024-10-17,PA009,New York,Tokyo,Premium Economy,1172.5
3667,Yes,2,Nut Free,2024-09-22,PA008,Perth,New York,Business Class,686.4
3668,Yes,0,Dairy Free,2024-11-08,PA005,London,Tokyo,Premium Economy,747.5
3672,Yes,0,Egg Free,2024-04-16,PA006,Tokyo,London,Premium Economy,1080.0
3673,Yes,1,Egg Free,2024-08-24,PA012,Tokyo,Perth,Economy,3490.0
3674,Yes,2,Dairy Free,2024-05-21,PA012,Tokyo,Perth,Premium Economy,1415.0
3677,Yes,1,Dairy Free,2024-03-27,PA010,Tokyo,New York,Premium Economy,755.0
3678,Yes,3,Nut Free,2024-11-11,PA011,Perth,Tokyo,First Class,281.0
3679,Yes,3,Vegetarian,2024-10-10,PA003,London,Perth,First Class,306.0
3682,Yes,0,Dairy Free,2024-10-14,PA005,London,Tokyo,Business Class,526.8
3683,Yes,3,Nut Free,2024-05-17,PA001,London,New York,Premium Economy,1117.5
3686,Yes,1,Vegetarian,2024-09-28,PA006,Tokyo,London,Economy,3430.0
3687,Yes,3,Nut Free,2024-06-28,PA012,Tokyo,Perth,Economy,2535.0
3689,Yes,1,Egg Free,2024-07-26,PA012,Tokyo,Perth,Business Class,418.8
3692,Yes,1,Nut Free,2024-07-27,PA007,New York,Perth,First Class,215.0
3694,Yes,2,Vegan,2024-05-22,PA001,London,New York,Economy,1300.0
3696,Yes,1,Egg Free,2024-12-04,PA006,Tokyo,London,Premium Economy,637.5
3697,Yes,1,Egg Free,2024-05-26,PA008,Perth,New York,Premium Economy,522.5
3698,Yes,3,Nut Free,2024-02-19,PA003,London,Perth,Business Class,328.8
3699,Yes,0,Vegan,2024-10-13,PA010,Tokyo,New York,First Class,385.0
3701,Yes,1,Vegan,2024-03-21,PA005,London,Tokyo,Premium Economy,1145.0
3702,Yes,2,None,2024-08-10,PA011,Perth,Tokyo,Business Class,556.8
3705,Yes,2,Nut Free,2024-12-31,PA004,Perth,London,First Class,237.0
3706,Yes,0,Egg Free,2024-03-24,PA010,Tokyo,New York,Premium Economy,1122.5
3709,Yes,3,Egg Free,2024-09-11,PA012,Tokyo,Perth,Business Class,819.6
3711,Yes,1,Nut Free,2024-06-11,PA012,Tokyo,Perth,Premium Economy,1062.5
3712,Yes,1,Vegetarian,2024-09-22,PA003,London,Perth,Economy,3195.0
3713,Yes,0,Vegan,2024-07-18,PA012,Tokyo,Perth,Premium Economy,892.5
3717,Yes,0,Nut Free,2024-08-14,PA006,Tokyo,London,Economy,2325.0
3718,Yes,1,None,2024-04-27,PA012,Tokyo,Perth,Economy,1280.0
3720,Yes,3,Vegan,2024-10-18,PA008,Perth,New York,First Class,292.0
3721,Yes,1,Vegetarian,2024-07-13,PA011,Perth,Tokyo,Economy,1605.0
3722,Yes,0,Dairy Free,2024-11-17,PA010,Tokyo,New York,Business Class,517.1999999999999
3723,Yes,2,Dairy Free,2024-06-29,PA007,New York,Perth,Business Class,801.6
3726,Yes,2,Vegetarian,2024-02-02,PA006,Tokyo,London,Economy,1240.0
3728,Yes,2,Dairy Free,2024-11-11,PA001,London,New York,Business Class,739.1999999999998
3729,Yes,1,Nut Free,2024-03-11,PA002,New York,London,Business Class,750.0
3732,Yes,0,Nut Free,2024-10-22,PA005,London,Tokyo,First Class,533.0
3737,Yes,0,Vegan,2024-07-04,PA006,Tokyo,London,First Class,366.0
3743,Yes,0,Vegetarian,2024-09-26,PA010,Tokyo,New York,Premium Economy,640.0
3745,Yes,1,None,2024-07-28,PA003,London,Perth,Economy,3375.0
3747,Yes,2,Vegetarian,2024-02-27,PA002,New York,London,Premium Economy,1565.0
3748,Yes,3,Egg Free,2024-02-29,PA010,Tokyo,New York,Premium Economy,1135.0
3749,Yes,3,Dairy Free,2024-10-13,PA007,New York,Perth,Business Class,686.4
3751,Yes,1,Vegan,2024-06-21,PA011,Perth,Tokyo,Business Class,829.1999999999998
3752,Yes,3,None,2024-04-19,PA009,New York,Tokyo,Economy,1085.0
3754,Yes,3,Dairy Free,2024-09-08,PA005,London,Tokyo,Economy,1115.0
3759,Yes,3,None,2024-04-13,PA004,Perth,London,Business Class,410.4
3761,Yes,3,Nut Free,2024-12-06,PA005,London,Tokyo,Economy,1130.0
3762,Yes,3,Vegan,2024-07-25,PA007,New York,Perth,Premium Economy,1482.5
3763,Yes,0,Dairy Free,2024-10-26,PA001,London,New York,Economy,1205.0
3764,Yes,2,Egg Free,2024-11-23,PA005,London,Tokyo,Economy,2070.0
3766,Yes,3,Nut Free,2024-11-04,PA003,London,Perth,First Class,210.0
3770,Yes,0,Dairy Free,2024-04-29,PA012,Tokyo,Perth,Economy,3490.0
3772,Yes,2,Vegetarian,2024-09-26,PA001,London,New York,First Class,207.0
3777,Yes,1,Nut Free,2024-01-06,PA004,Perth,London,First Class,236.0
