,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
3445,No,3,Nut Free,2024-03-22,PA006,Tokyo,London,Premium Economy,735.0
3446,No,0,Vegetarian,2024-10-30,PA008,Perth,New York,First Class,218.0
3448,No,3,Dairy Free,2024-05-23,PA003,London,Perth,Premium Economy,675.0
3449,No,3,Vegetarian,2024-03-25,PA010,Tokyo,New York,Premium Economy,1275.0
3450,No,0,Vegetarian,2024-09-02,PA003,London,Perth,First Class,346.0
3452,No,3,Dairy Free,2024-07-28,PA002,New York,London,Business Class,738.0
3453,No,2,None,2024-05-14,PA009,New York,Tokyo,First Class,352.0
3454,No,3,Vegetarian,2024-09-14,PA010,Tokyo,New York,Business Class,444.0
3456,No,1,Nut Free,2024-12-29,PA006,Tokyo,London,Premium Economy,1397.5
3457,No,0,Egg Free,2024-11-26,PA006,Tokyo,London,Economy,1395.0
3459,No,1,Egg Free,2024-02-12,PA008,Perth,New York,Business Class,636.0
3464,No,3,Vegan,2024-06-08,PA007,New York,Perth,Economy,2725.0
3467,No,0,Egg Free,2024-10-06,PA008,Perth,New York,Premium Economy,1140.0
3472,No,1,Vegan,2024-07-30,PA004,Perth,London,Economy,2250.0
3474,No,0,Vegetarian,2024-12-08,PA005,London,Tokyo,Economy,2105.0
3476,No,1,Vegetarian,2024-12-26,PA011,Perth,Tokyo,First Class,400.0
3477,No,3,Vegan,2024-07-11,PA001,London,New York,First Class,514.0
3478,No,1,Vegan,2024-05-12,PA004,Perth,London,Premium Economy,590.0
3481,No,2,Egg Free,2024-10-05,PA009,New York,Tokyo,Business Class,642.0
3482,No,2,Nut Free,2024-06-08,PA006,Tokyo,London,Premium Economy,865.0
3484,No,0,Egg Free,2024-02-11,PA006,Tokyo,London,Premium Economy,835.0
3485,No,0,Dairy Free,2024-07-09,PA005,London,Tokyo,First Class,424.0
3488,No,0,Vegan,2024-02-06,PA007,New York,Perth,First Class,618.0
3491,No,0,Dairy Free,2024-01-09,PA008,Perth,New York,Economy,1865.0
3492,No,2,Dairy Free,2024-09-26,PA007,New York,Perth,Premium Economy,1545.0
3494,No,0,Vegan,2024-12-12,PA003,London,Perth,First Class,349.0
3495,No,2,Vegan,2024-01-23,PA009,New York,Tokyo,Economy,1315.0
3498,No,1,Egg Free,2024-02-03,PA008,Perth,New York,Economy,1280.0
3499,No,0,Dairy Free,2024-04-24,PA011,Perth,Tokyo,Business Class,500.4
3500,No,3,Dairy Free,2024-11-10,PA008,Perth,New York,Premium Economy,932.5
3502,No,2,Egg Free,2024-12-15,PA004,Perth,London,Economy,2500.0
3503,No,0,Egg Free,2024-12-24,PA010,Tokyo,New York,Economy,1170.0
3504,No,0,Vegetarian,2024-06-20,PA005,London,Tokyo,Business Class,746.4
3505,No,3,None,2024-09-04,PA005,London,Tokyo,Business Class,355.2
3507,No,3,Dairy Free,2024-06-06,PA007,New York,Perth,Business Class,645.6
3511,No,3,Dairy Free,2024-10-04,PA006,Tokyo,London,Business Class,448.8
3512,No,1,Egg Free,2024-02-27,PA001,London,New York,Premium Economy,925.0
3516,No,2,Dairy Free,2024-11-01,PA012,Tokyo,Perth,Premium Economy,1185.0
3517,No,0,None,2024-03-10,PA008,Perth,New York,First Class,466.0
3518,No,3,Nut Free,2024-01-03,PA001,London,New York,First Class,584.0
3519,No,2,Vegetarian,2024-11-28,PA008,Perth,New York,Economy,2990.0
3521,No,2,None,2024-04-03,PA007,New York,Perth,Economy,1000.0
3523,No,3,Egg Free,2024-06-30,PA002,New York,London,Business Class,583.1999999999999
3526,No,1,Egg Free,2024-12-24,PA001,London,New York,Economy,1800.0
3527,No,3,Vegan,2024-10-22,PA002,New York,London,Economy,2840.0
3529,No,1,Egg Free,2024-02-11,PA011,Perth,Tokyo,Business Class,574.8
3534,No,2,Dairy Free,2024-06-05,PA012,Tokyo,Perth,Premium Economy,1357.5
3537,No,0,Dairy Free,2024-06-30,PA008,Perth,New York,First Class,533.0
3539,No,1,Egg Free,2024-08-24,PA011,Perth,Tokyo,Economy,1980.0
3542,No,3,Egg Free,2024-07-16,PA011,Perth,Tokyo,Economy,2430.0
3544,No,1,Egg Free,2024-04-16,PA007,New York,Perth,Premium Economy,802.5
3548,No,3,Vegetarian,2024-05-02,PA008,Perth,New York,Economy,1200.0
3550,No,2,Vegetarian,2024-04-27,PA012,Tokyo,Perth,Premium Economy,1297.5
3553,No,2,None,2024-04-18,PA002,New York,London,Economy,2100.0
3560,No,1,Egg Free,2024-09-08,PA011,Perth,Tokyo,Economy,1195.0
3561,No,0,Vegetarian,2024-12-03,PA003,London,Perth,Economy,1590.0
3566,No,0,Nut Free,2024-08-04,PA001,London,New York,Premium Economy,705.0
3569,No,1,Egg Free,2024-06-10,PA011,Perth,Tokyo,Business Class,339.6
3570,No,0,Vegan,2024-09-04,PA009,New York,Tokyo,Business Class,634.8
3571,No,3,Vegan,2024-03-11,PA002,New York,London,Business Class,526.8
3577,No,1,None,2024-07-17,PA012,Tokyo,Perth,Premium Economy,517.5
3580,No,1,Vegan,2024-02-01,PA001,London,New York,Economy,1950.0
3581,No,0,Vegetarian,2024-04-15,PA005,London,Tokyo,Business Class,556.8
3582,No,2,Dairy Free,2024-04-11,PA012,Tokyo,Perth,First Class,348.0
3585,No,1,Vegetarian,2024-06-04,PA012,Tokyo,Perth,Economy,2420.0
3589,No,0,Vegan,2024-05-16,PA005,London,Tokyo,Premium Economy,1400.0
3590,No,0,None,2024-08-02,PA004,Perth,London,Business Class,668.4
3591,No,1,Egg Free,2024-05-16,PA006,Tokyo,London,Business Class,271.2
3594,No,0,Vegan,2024-07-08,PA012,Tokyo,Perth,First Class,335.0
3595,No,1,Egg Free,2024-11-23,PA002,New York,London,Economy,2280.0
3596,No,2,None,2024-09-14,PA010,Tokyo,New York,Business Class,554.4
3597,No,2,Egg Free,2024-09-26,PA008,Perth,New York,Economy,2970.0
3600,No,3,Vegan,2024-08-17,PA003,London,Perth,Economy,1745.0
3602,No,2,Vegan,2024-02-11,PA009,New York,Tokyo,Premium Economy,1012.5
3603,No,3,Dairy Free,2024-07-16,PA004,Perth,London,Economy,3220.0
3604,No,2,Nut Free,2024-06-09,PA010,Tokyo,New York,Premium Economy,1035.0
3606,No,1,Dairy Free,2024-08-31,PA002,New York,London,Premium Economy,1080.0
3607,No,1,Vegetarian,2024-03-30,PA012,Tokyo,Perth,Economy,1170.0
3608,No,3,Dairy Free,2024-08-28,PA012,Tokyo,Perth,First Class,314.0
3612,No,2,Dairy Free,2024-02-15,PA012,Tokyo,Perth,Business Class,342.0
3614,No,0,None,2024-05-02,PA002,New York,London,First Class,538.0
3615,No,2,Egg Free,2024-09-25,PA007,New York,Perth,Economy,1380.0
3616,No,3,None,2024-12-10,PA003,London,Perth,Premium Economy,1712.5
3619,No,3,Vegetarian,2024-12-26,PA003,London,Perth,Premium Economy,1377.5
3622,No,0,Vegetarian,2024-02-12,PA005,London,Tokyo,First Class,455.0
3624,No,1,None,2024-03-08,PA006,Tokyo,London,Premium Economy,1245.0
3627,No,2,None,2024-03-27,PA003,London,Perth,Business Class,746.4
3629,No,3,None,2024-07-31,PA010,Tokyo,New York,Business Class,531.6
3631,No,0,Vegetarian,2024-06-04,PA002,New York,London,Business Class,522.0
3634,No,1,Egg Free,2024-05-27,PA006,Tokyo,London,Economy,3370.0
3636,No,3,Egg Free,2024-01-23,PA005,London,Tokyo,Economy,2780.0
3638,No,0,Vegan,2024-12-05,PA010,Tokyo,New York,Economy,3230.0
3639,No,1,Egg Free,2024-04-16,PA012,Tokyo,Perth,First Class,423.0
3640,No,3,Dairy Free,2024-11-17,PA010,Tokyo,New York,First Class,202.0
3642,No,0,None,2024-02-07,PA007,New York,Perth,Premium Economy,515.0
3645,No,3,Vegetarian,2024-05-25,PA007,New York,Perth,First Class,381.0
3646,No,0,Vegetarian,2024-01-31,PA010,Tokyo,New York,Economy,3445.0
3647,No,2,Nut Free,2024-10-02,PA002,New York,London,Business Class,732.0
3648,No,0,Vegan,2024-12-17,PA011,Perth,Tokyo,First Class,201.0
3650,No,2,Vegetarian,2024-08-27,PA012,Tokyo,Perth,Business Class,414.0
3651,No,0,Vegan,2024-02-19,PA002,New York,London,First Class,238.0
3652,No,2,Vegetarian,2024-01-20,PA009,New York,Tokyo,Business Class,769.1999999999998
3654,No,2,Vegan,2024-03-12,PA002,New York,London,Business Class,331.2
3655,No,3,Vegetarian,2024-01-18,PA006,Tokyo,London,Business Class,595.1999999999999
3656,No,2,Dairy Free,2024-05-13,PA006,Tokyo,London,First Class,520.0
3659,No,0,Vegan,2024-05-16,PA003,London,Perth,Premium Economy,1537.5
3660,No,1,Vegan,2024-06-10,PA001,London,New York,Business Class,309.6
3661,No,2,Nut Free,2024-08-14,PA001,London,New York,Economy,1520.0
3663,No,2,Egg Free,2024-12-09,PA011,Perth,Tokyo,Premium Economy,1575.0
3665,No,0,Vegan,2024-03-02,PA009,New York,Tokyo,First Class,619.0
3666,No,0,Egg Free,2024-01-27,PA005,London,Tokyo,Economy,2235.0
3669,No,1,Vegetarian,2024-01-05,PA001,London,New York,Business Class,654.0
3670,No,0,Egg Free,2024-10-07,PA010,Tokyo,New York,Premium Economy,1372.5
3671,No,3,Dairy Free,2024-12-05,PA004,Perth,London,Economy,1445.0
3675,No,3,Egg Free,2024-12-18,PA004,Perth,London,First Class,347.0
3676,No,3,Vegetarian,2024-03-03,PA009,New York,Tokyo,Premium Economy,1412.5
3680,No,1,None,2024-03-18,PA012,Tokyo,Perth,Economy,1495.0
3681,No,3,Egg Free,2024-06-22,PA008,Perth,New York,First Class,553.0
3684,No,0,Vegan,2024-05-09,PA001,London,New York,Economy,3010.0
3685,No,2,Dairy Free,2024-02-29,PA003,London,Perth,Business Class,535.1999999999999
3688,No,0,Vegetarian,2024-04-28,PA003,London,Perth,First Class,581.0
3690,No,0,Vegan,2024-08-16,PA011,Perth,Tokyo,Premium Economy,1067.5
3691,No,1,None,2024-10-16,PA011,Perth,Tokyo,Premium Economy,1730.0
3693,No,1,None,2024-08-29,PA010,Tokyo,New York,Business Class,336.0
3695,No,3,Dairy Free,2024-03-31,PA012,Tokyo,Perth,Premium Economy,930.0
3700,No,2,Vegan,2024-09-25,PA005,London,Tokyo,Economy,3285.0
3703,No,0,Vegan,2024-05-09,PA007,New York,Perth,First Class,352.0
3704,No,0,Dairy Free,2024-12-16,PA009,New York,Tokyo,Economy,1580.0
3707,No,0,Vegetarian,2024-06-24,PA001,London,New York,Economy,3155.0
3708,No,2,Nut Free,2024-04-10,PA011,Perth,Tokyo,Premium Economy,1155.0
3710,No,1,Egg Free,2024-06-18,PA010,Tokyo,New York,Premium Economy,1527.5
3714,No,1,Dairy Free,2024-10-20,PA004,Perth,London,First Class,291.0
3715,No,3,Nut Free,2024-05-29,PA008,Perth,New York,Business Class,380.4
3716,No,2,Egg Free,2024-11-23,PA003,London,Perth,Economy,1910.0
3719,No,1,Vegetarian,2024-01-27,PA008,Perth,New York,First Class,623.0
3724,No,0,Vegan,2024-08-24,PA011,Perth,Tokyo,First Class,683.0
3725,No,0,Egg Free,2024-07-28,PA010,Tokyo,New York,Premium Economy,1190.0
3727,No,1,Vegetarian,2024-06-02,PA003,London,Perth,Business Class,783.6
3730,No,3,None,2024-05-18,PA002,New York,London,First Class,562.0
3731,No,3,Vegan,2024-04-25,PA003,London,Perth,Premium Economy,1452.5
3733,No,0,Egg Free,2024-05-22,PA010,Tokyo,New York,Business Class,622.8
3734,No,3,Egg Free,2024-07-05,PA011,Perth,Tokyo,First Class,436.0
3735,No,1,Vegetarian,2024-01-17,PA002,New York,London,Economy,2800.0
3736,No,3,Dairy Free,2024-01-27,PA003,London,Perth,Economy,3445.0
3738,No,0,Vegan,2024-05-19,PA008,Perth,New York,Economy,1635.0
3739,No,3,Dairy Free,2024-07-18,PA002,New York,London,First Class,571.0
3740,No,3,Dairy Free,2024-08-12,PA001,London,New York,Economy,2415.0
3741,No,3,Nut Free,2024-02-10,PA002,New York,London,Business Class,822.0
3742,No,3,Nut Free,2024-03-21,PA001,London,New York,Business Class,564.0
3744,No,2,None,2024-02-01,PA012,Tokyo,Perth,Premium Economy,887.5
3746,No,2,None,2024-11-04,PA007,New York,Perth,Business Class,516.0
3750,No,0,Egg Free,2024-03-20,PA003,London,Perth,Economy,2335.0
3753,No,2,Egg Free,2024-10-10,PA002,New York,London,Economy,2230.0
3755,No,0,Vegetarian,2024-05-12,PA006,Tokyo,London,Economy,2265.0
3756,No,2,Vegan,2024-08-25,PA008,Perth,New York,Premium Economy,957.5
3757,No,1,Egg Free,2024-03-22,PA008,Perth,New York,Business Class,603.6
3758,No,3,None,2024-12-29,PA002,New York,London,First Class,441.0
3760,No,1,Vegetarian,2024-04-11,PA008,Perth,New York,First Class,552.0
3765,No,1,None,2024-10-01,PA011,Perth,Tokyo,First Class,227.0
3767,No,3,Vegan,2024-01-30,PA002,New York,London,First Class,545.0
3768,No,3,Vegetarian,2024-03-04,PA004,Perth,London,Business Class,762.0
3769,No,0,Vegetarian,2024-08-29,PA009,New York,Tokyo,Premium Economy,1680.0
3771,No,2,Vegetarian,2024-03-06,PA006,Tokyo,London,Premium Economy,940.0
3773,No,3,Nut Free,2024-05-05,PA009,New York,Tokyo,Economy,1360.0
3774,No,1,Dairy Free,2024-06-14,PA008,Perth,New York,First Class,245.0
3775,No,2,Egg Free,2024-01-16,PA010,Tokyo,New York,Economy,2410.0
3776,No,0,Nut Free,2024-08-16,PA005,London,Tokyo,Premium Economy,960.0
